round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers
754,1.006,1.739,1.739,2.164,2,2,2.164,8.019858991627511e+84,2.8172737088247323e+61,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
755,1.184,1.739,0.583,1.739,1,2,1.739,1.1721023916263608e+85,4.89923897964621e+61,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1
756,1.446,1.739,1.184,2.164,2,1,1.184,1.962099403582528e+85,5.800698951901112e+61,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
757,0.427,0.841,0.583,1.184,2,1,0.583,1.7335148230651634e+85,3.381807488958348e+61,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1
758,0.841,1.006,0.841,1.184,2,2,1.184,1.755183758353478e+85,4.004060066926684e+61,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1
759,0.583,1.739,0.649,2.164,2,2,2.164,2.468665956124167e+85,8.664785984829345e+61,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1
760,0.583,0.649,0.427,1.184,2,2,1.184,1.9885104276580166e+85,1.0259106606037944e+62,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
761,0.841,1.739,1.006,1.184,1,2,1.739,2.5651784516788416e+85,1.7840586387899984e+62,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0
762,0.583,1.446,0.841,1.446,2,2,1.446,2.9332815594947552e+85,2.5797487916903377e+62,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
763,0.649,1.446,0.427,0.649,1,2,1.446,3.0726124335707558e+85,3.7303167527842283e+62,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2
764,0.583,1.184,0.427,1.006,1,2,1.184,2.7146530850597627e+85,4.416695035296526e+62,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1
765,0.841,1.184,1.739,2.164,2,1,1.739,5.2976454954941276e+85,7.680632666380659e+62,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
766,0.649,1.184,0.841,1.446,2,1,0.841,6.0578576240975345e+85,6.459412072426134e+62,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
767,0.583,1.739,1.006,1.446,2,1,1.006,7.426933447143577e+85,6.498168544860691e+62,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
768,0.427,1.184,0.427,1.006,1,2,1.184,5.982394891674152e+85,7.693831557115058e+62,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1
769,0.649,2.164,0.649,1.446,1,1,0.649,8.414238415139696e+85,4.993296680567672e+62,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
770,0.649,1.184,1.184,1.739,2,1,1.184,1.2297409443726665e+86,5.912063269792124e+62,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0
771,1.739,2.164,1.184,1.446,1,2,2.164,2.399839452943259e+86,1.2793704915830157e+63,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0
772,1.184,1.446,0.841,1.739,1,2,1.446,3.1557888806203856e+86,1.8499697308290407e+63,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
773,1.006,2.164,1.446,2.164,2,2,2.164,5.696198929519797e+86,4.0033344975140445e+63,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0
774,1.006,1.446,0.427,0.841,1,1,1.006,6.983539887591271e+86,4.0273545044991285e+63,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
775,0.649,0.841,0.649,1.739,2,2,1.739,8.338346625783977e+86,7.003569483323985e+63,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
776,0.427,1.739,0.427,0.583,1,2,1.739,9.030429395724047e+86,1.2179207331500412e+64,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
777,0.649,1.446,0.649,1.739,2,2,1.739,1.0782332698494512e+87,2.1179641549479216e+64,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
778,1.184,2.164,0.583,0.649,1,1,1.184,1.8049624937279812e+87,2.507669559458339e+64,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
779,0.841,1.184,0.427,1.184,1,1,0.841,1.827524524899581e+87,2.108950099504463e+64,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
780,0.583,1.184,0.649,1.739,2,1,0.649,2.1820642827300997e+87,1.3687086145783965e+64,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
781,1.184,2.164,0.583,0.649,1,2,2.164,3.6527756092901866e+87,2.96188544194765e+64,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
782,0.649,0.841,0.841,1.739,2,1,0.841,4.712080535984341e+87,2.490945656677974e+64,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
783,0.583,0.649,0.841,1.446,2,1,0.841,5.388264092898094e+87,2.0948852972661759e+64,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
784,0.583,1.446,0.583,0.649,1,1,0.583,5.466393922245116e+87,1.2213181283061804e+64,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
785,0.427,2.164,0.583,1.184,1,2,2.164,7.081713326268549e+87,2.642932429654575e+64,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1
786,0.841,2.164,1.739,2.164,2,1,1.739,1.3819963556213075e+88,4.596059495169306e+64,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
787,0.583,2.164,0.841,1.446,1,1,0.583,1.8981719944458658e+88,2.6795026856837055e+64,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
788,0.427,0.583,1.006,1.184,2,1,1.006,2.078498333918223e+88,2.695579701797808e+64,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0
789,1.006,1.739,0.427,0.583,1,1,1.006,2.8527389633027614e+88,2.7117531800085946e+64,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
790,0.427,1.184,0.583,1.739,2,2,1.739,3.312029936394506e+88,4.7157387800349465e+64,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1
791,1.184,1.739,0.427,1.739,1,1,1.184,4.840531752040571e+88,5.583434715561376e+64,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
792,0.427,0.583,1.446,1.739,2,1,1.446,7.708546815124609e+88,8.07364659870175e+64,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0
793,0.583,0.649,0.427,0.583,1,2,0.649,4.748464838116759e+88,5.239796642557436e+64,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
794,1.184,1.739,1.006,1.739,1,1,1.184,6.939881360907643e+88,6.203919224788004e+64,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0
795,0.427,0.841,0.649,1.006,2,2,1.006,5.7427518261510745e+88,6.241142740136733e+64,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1
796,1.006,1.184,0.427,1.184,1,2,1.184,6.288313249635426e+88,7.389513004321891e+64,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
797,0.427,1.446,1.006,1.446,2,1,1.006,7.709472044053033e+88,7.433850082347822e+64,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
798,0.841,1.446,0.841,2.164,2,2,2.164,1.158348174618968e+89,1.6086851578200689e+65,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1
799,1.184,2.164,1.446,1.739,1,1,1.184,1.9390748443121524e+89,1.9046832268589615e+65,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0
800,0.649,1.739,0.841,1.739,2,2,1.739,2.5014065491626768e+89,3.3122441315077345e+65,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
801,1.446,1.739,1.006,1.739,1,2,1.739,3.983489929541563e+89,5.759992544691951e+65,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0
802,0.649,0.841,1.184,1.446,2,2,1.446,5.238289257347156e+89,8.32894921962456e+65,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0
803,1.446,2.164,0.427,2.164,1,2,2.164,9.455112109511617e+89,1.802384611126755e+66,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
804,0.841,1.739,0.841,1.446,1,1,0.841,1.2197094621269986e+90,1.5158054579576009e+66,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
805,0.649,1.184,0.427,0.649,1,1,0.649,1.1178637220393942e+90,9.83757742214483e+65,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2
806,0.427,2.164,0.427,1.739,1,2,2.164,1.4481924519020354e+90,2.1288517541521413e+66,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
807,0.427,1.184,0.583,2.164,2,1,0.583,1.9890923326874456e+90,1.2411205726706982e+66,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1
808,0.841,1.446,1.184,1.446,2,1,1.184,2.615656417483991e+90,1.4694867580421066e+66,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0
809,0.583,1.739,0.649,1.739,2,1,0.649,3.1230937624758854e+90,9.536969059693273e+65,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
810,1.006,1.184,0.583,2.164,2,1,0.583,4.289569282760628e+90,5.560052961801177e+65,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1
811,1.006,1.446,0.583,0.841,1,1,1.006,5.25901194066453e+90,5.5934132795719845e+65,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2
812,1.006,1.184,1.006,2.164,2,1,1.006,8.33553392595328e+90,5.626973759249417e+65,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
813,0.583,1.006,0.427,1.184,1,1,0.583,6.622581704169881e+90,3.28052570164241e+65,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
814,0.841,1.739,0.649,1.446,1,1,0.841,8.543130398379146e+90,2.7589221150812666e+65,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
815,0.583,0.649,1.739,2.164,2,1,1.739,1.6671918972436906e+91,4.797765558126323e+65,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
816,0.583,0.841,1.006,1.184,2,1,1.006,1.8255751274818412e+91,4.826552151475081e+65,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0
817,1.184,1.446,0.427,1.006,1,2,1.446,2.4006312926386213e+91,6.979194411032967e+65,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1
818,1.184,1.739,0.427,1.739,1,2,1.739,3.508522634191345e+91,1.213681908078633e+66,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
819,0.583,0.649,1.006,1.446,2,1,1.006,4.3014487495185895e+91,1.2209639995271048e+66,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
820,0.427,0.841,0.841,1.006,2,2,1.006,3.972387920180418e+91,1.2282897835242675e+66,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1
821,0.841,1.184,1.006,1.446,2,1,1.006,4.870147590141192e+91,1.235659522225413e+66,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
822,0.841,1.446,1.006,1.446,2,2,1.446,5.9708009455131014e+91,1.786763669137947e+66,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
823,0.841,1.446,0.583,0.649,1,1,0.841,6.827610881194231e+91,1.5026682457450134e+66,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
824,1.739,2.164,0.649,1.006,1,1,1.739,1.3324082634650542e+92,2.6131400793505785e+66,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1
825,1.006,1.184,0.427,1.446,1,2,1.184,1.4589870484942343e+92,3.093957853951085e+66,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1
826,0.583,1.006,0.649,0.841,1,1,0.583,1.1591652100286691e+92,1.8037774288534824e+66,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2
827,0.841,2.164,1.006,2.164,2,2,2.164,1.8372768578954405e+92,3.903374356038936e+66,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
828,0.649,0.841,1.006,1.184,2,2,1.184,2.0118181593955072e+92,4.6215952375501e+66,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0
829,0.649,1.446,0.649,1.184,1,2,1.446,2.1073795219667936e+92,6.6828267134974446e+66,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
830,0.649,1.184,0.427,0.841,1,2,1.184,1.9314133318825663e+92,7.912466828780975e+66,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
831,1.006,1.739,0.427,0.841,1,2,1.739,2.6508647980088226e+92,1.3759779815250117e+67,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
832,0.649,1.006,0.841,1.739,2,1,0.841,3.4196155894313813e+92,1.1571974824625348e+67,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
833,0.841,1.446,0.649,1.184,1,1,0.841,3.9103304265147845e+92,9.732030827509918e+66,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
834,1.446,1.739,0.583,0.841,1,2,1.739,6.227201204224795e+92,1.6924001609039748e+67,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2
835,1.006,1.184,1.184,1.739,2,2,1.739,9.101054559974538e+92,2.9430838798120125e+67,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0
836,0.583,1.006,0.649,1.446,2,1,0.649,9.533354651573327e+92,1.9100614379979963e+67,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
837,0.427,0.841,0.427,1.739,2,1,0.427,1.0324623087653912e+93,8.155962340251444e+66,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
838,1.446,2.164,0.427,2.164,1,2,2.164,1.8635944673215313e+93,1.7649502504304125e+67,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
839,0.427,1.184,0.649,1.739,2,2,1.739,2.2251317939819085e+93,3.0692484854984874e+67,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
840,0.649,1.184,0.427,2.164,2,1,0.427,2.882658239103563e+93,1.3105691033078541e+67,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
841,0.649,1.006,0.841,1.739,2,1,0.841,3.718629128443596e+93,1.1021886158819054e+67,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
842,0.427,2.164,0.427,0.583,1,2,2.164,4.817484035898679e+93,2.3851361647684434e+67,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
843,1.446,2.164,0.841,2.164,1,1,1.446,8.695558684797117e+93,3.448906894255169e+67,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1
844,0.583,1.184,0.427,1.006,1,2,1.184,7.682526098018252e+93,4.0835057627981196e+67,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1
845,1.739,2.164,0.427,0.841,1,2,2.164,1.499244968028262e+94,8.836706470695131e+67,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
846,0.649,1.739,0.583,2.164,2,2,2.164,2.059212963586818e+94,1.9122632802584265e+68,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1
847,1.184,1.739,0.649,1.739,1,1,1.184,3.0095397462821343e+94,2.2641197238259767e+68,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
848,1.006,2.164,1.446,2.164,2,2,2.164,5.432219242039253e+94,4.899555082359414e+68,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0
849,0.583,0.649,0.427,0.583,1,1,0.583,3.3462470530961794e+94,2.856440613015538e+68,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
850,1.184,1.739,0.427,2.164,1,2,1.739,4.8905400681000665e+94,4.967350226034021e+68,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
851,1.184,1.739,0.583,1.446,1,2,1.739,7.147524309528248e+94,8.638222043073162e+68,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1
852,0.649,1.739,1.006,2.164,2,2,2.164,1.1328826030602272e+95,1.8693112501210324e+69,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
853,1.006,1.446,0.649,2.164,1,1,1.006,1.3889140713518385e+95,1.8805271176217585e+69,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1
854,0.649,1.739,0.649,1.184,1,1,0.649,1.6583634011940952e+95,1.2204620993365213e+69,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
855,1.446,1.739,1.446,2.164,2,2,2.164,2.993345939155342e+95,2.6410799829642324e+69,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0
856,1.006,1.184,1.184,1.739,2,1,1.184,4.3747750900755326e+95,3.127038699829651e+69,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0
857,0.841,1.739,1.739,2.164,2,1,1.739,8.537373588282403e+95,5.4379202990037634e+69,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
858,0.427,1.184,0.427,1.739,2,1,0.427,9.245975596109842e+95,2.321991967674607e+69,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
859,1.446,1.739,1.739,2.164,2,2,2.164,1.8043521375808358e+96,5.0247906180478495e+69,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
860,0.427,1.184,0.583,1.184,2,1,0.583,1.5941451135526684e+96,2.9294529303218963e+69,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1
861,0.583,1.446,1.006,2.164,2,2,2.164,2.5267200049809795e+96,6.339336141216584e+69,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
862,0.841,1.739,0.427,0.649,1,1,0.841,3.2594688064254635e+96,5.331381694763147e+69,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2
